Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.AspNetCore\Kinetq.LiquidPages.AspNetCore.csproj,File,src\Kinetq.LiquidPages.AspNetCore\Kinetq.LiquidPages.AspNetCore.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.AspNetCore\Kinetq.LiquidPages.AspNetCore.csproj,File,src\Kinetq.LiquidPages.AspNetCore\ApplicationBuilderExtensions.cs,18,8,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/__liquid-error/500"");"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.AspNetCore.Sample\Kinetq.LiquidPages.AspNetCore.Sample.csproj,File,src\Kinetq.LiquidPages.AspNetCore.Sample\Kinetq.LiquidPages.AspNetCore.Sample.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,,,Microsoft.Extensions.Logging.Debug 10.0.0,,,,,"Microsoft.Extensions.Logging.Debug, 10.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Debug, and replace with new package Microsoft.Extensions.Logging.Debug 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,,,Microsoft.Extensions.Logging.Console 10.0.2,,,,,"Microsoft.Extensions.Logging.Console, 10.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.9"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,,,,,,,,Current target framework: net9.0-windows10.0.19041.0 Recommended target framework: net10.0-windows
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Styles.xaml.sg.cs,30,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(__Type3D7D7C7D7E079E2D));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Styles.xaml.sg.cs,18,2,M:Microsoft.Maui.Controls.ResourceDictionary.#ctor,,,,,"[global::System.CodeDom.Compiler.GeneratedCode(""Microsoft.Maui.Controls.SourceGen"", ""1.0.0.0"")]  		public __Type3D7D7C7D7E079E2D()  		{  			InitializeComponent();  		}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Styles.xaml.sg.cs,18,2,M:Microsoft.Maui.Controls.ResourceDictionary.#ctor,,,,,"[global::System.CodeDom.Compiler.GeneratedCode(""Microsoft.Maui.Controls.SourceGen"", ""1.0.0.0"")]  		public __Type3D7D7C7D7E079E2D()  		{  			InitializeComponent();  		}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Styles.xaml.sg.cs,16,79,T:Microsoft.Maui.Controls.ResourceDictionary,,,,,ResourceDictionary
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Colors.xaml.sg.cs,30,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(__Type0AC4D68568992AB3));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Colors.xaml.sg.cs,18,2,M:Microsoft.Maui.Controls.ResourceDictionary.#ctor,,,,,"[global::System.CodeDom.Compiler.GeneratedCode(""Microsoft.Maui.Controls.SourceGen"", ""1.0.0.0"")]  		public __Type0AC4D68568992AB3()  		{  			InitializeComponent();  		}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Colors.xaml.sg.cs,18,2,M:Microsoft.Maui.Controls.ResourceDictionary.#ctor,,,,,"[global::System.CodeDom.Compiler.GeneratedCode(""Microsoft.Maui.Controls.SourceGen"", ""1.0.0.0"")]  		public __Type0AC4D68568992AB3()  		{  			InitializeComponent();  		}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\Resources_Styles_Colors.xaml.sg.cs,16,79,T:Microsoft.Maui.Controls.ResourceDictionary,,,,,ResourceDictionary
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,24,2,T:Microsoft.Maui.Controls.BindingMode,,,,,private static bool ShouldUseSetter(BindingMode mode)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindableProperty,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindingMode,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,%USERPROFILE%\.nuget\packages\microsoft.windowsappsdk\1.7.250909003\include\UndockedRegFreeWinRT-AutoInitializer.cs,26,12,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""MICROSOFT_WINDOWSAPPRUNTIME_BASE_DIRECTORY"", AppContext.BaseDirectory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Platforms\Windows\App.g.i.cs,50,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Platforms/Windows/App.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Platforms\Windows\App.g.i.cs,50,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Platforms/Windows/App.xaml"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\Platforms\Windows\App.xaml.cs,21,1,T:Microsoft.Maui.Hosting.MauiApp,,,,,protected override MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\Platforms\Windows\App.xaml.cs,21,47,T:Microsoft.Maui.Hosting.MauiApp,,,,,MauiProgram.CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\AppShell.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(AppShell));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\AppShell.xaml.cs,4,1,M:Microsoft.Maui.Controls.Shell.#ctor,,,,,public AppShell()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\AppShell.xaml.cs,4,1,M:Microsoft.Maui.Controls.Shell.#ctor,,,,,public AppShell()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Kinetq.LiquidPages.Avalonia.Sample\Kinetq.LiquidPages.Avalonia.Sample.csproj,File,src\Kinetq.LiquidPages.Avalonia.Sample\AppShell.xaml.cs,2,32,T:Microsoft.Maui.Controls.Shell,,,,,Shell
